Region,Availability Zone,Resource Type,Total Remaining
cn-east-58,001/002/003/004,as.scalingGroups,6000
cn-east-58,001/002/003/004,vpc.bandwidths,10000
cn-east-58,001/002/003/004,evs.volumes,6000
cn-east-58,001/002/003/004,cbr.vault,4000
cn-east-58,001/002/003/004,ecs.cloudservers,4500
cn-east-58,001/002/003/004,vpc.publicips,1500
cn-east-58,001/002/003/004,vpc.securityGroups,8500
cn-east-58,001/002/003/004,rds.nodes,4000
cn-east-58,001/002/003/004,bms.servers,6000
cn-east-58,001/002/003/004,vpc.vpcs,4000
cn-east-59,001/002/003/004/005,as.scalingGroups,6500
cn-east-59,001/002/003/004/005,rds.instances,6000
cn-east-59,001/002/003/004/005,vpc.bandwidths,10500
cn-east-59,001/002/003/004/005,evs.volumes,2500
cn-east-59,001/002/003/004/005,cbr.vault,8000
cn-east-59,001/002/003/004/005,ecs.cloudservers,10000
cn-east-59,001/002/003/004/005,vpc.publicips,5000
cn-east-59,001/002/003/004/005,vpc.securityGroups,4000
cn-east-59,001/002/003/004/005,rds.nodes,13000
cn-east-59,001/002/003/004/005,bms.servers,7000
cn-east-59,001/002/003/004/005,vpc.vpcs,8000
cn-east-60,001/002/003/004,as.scalingGroups,10000
cn-east-60,001/002/003/004,rds.instances,5000
cn-east-60,001/002/003/004,vpc.bandwidths,4000
cn-east-60,001/002/003/004,evs.volumes,3000
cn-east-60,001/002/003/004,cbr.vault,500
cn-east-60,001/002/003/004,vpc.vpcs,4000
cn-east-60,001/002/003/004,vpc.publicips,3000
cn-east-60,001/002/003/004,vpc.securityGroups,6500
cn-east-60,001/002/003/004,rds.nodes,2500
cn-east-60,001/002/003/004,bms.servers,6000
cn-east-60,001/002/003/004,ecs.cloudservers,3000
cn-east-61,001/002/003/004,rds.instances,8000
cn-east-61,001/002/003/004,as.scalingGroups,5500
cn-east-61,001/002/003/004,vpc.bandwidths,5000
cn-east-61,001/002/003/004,evs.volumes,6500
cn-east-61,001/002/003/004,cbr.vault,6500
cn-east-61,001/002/003/004,vpc.vpcs,5000
cn-east-61,001/002/003/004,vpc.publicips,6500
cn-east-61,001/002/003/004,vpc.securityGroups,8500
cn-east-61,001/002/003/004,rds.nodes,6500
cn-east-61,001/002/003/004,bms.servers,6500
cn-east-61,001/002/003/004,ecs.cloudservers,8000
cn-east-62,001/002/003/004,as.scalingGroups,2000
cn-east-62,001/002/003/004,rds.instances,9000
cn-east-62,001/002/003/004,vpc.bandwidths,4500
cn-east-62,001/002/003/004,evs.volumes,1000
cn-east-62,001/002/003/004,cbr.vault,3000
cn-east-62,001/002/003/004,vpc.vpcs,8500
cn-east-62,001/002/003/004,vpc.publicips,11000
cn-east-62,001/002/003/004,vpc.securityGroups,5500
cn-east-62,001/002/003/004,rds.nodes,7500
cn-east-62,001/002/003/004,bms.servers,3000
cn-east-62,001/002/003/004,ecs.cloudservers,5500
cn-east-63,001/002/003,rds.instances,3000
cn-east-63,001/002/003,as.scalingGroups,500
cn-east-63,001/002/003,vpc.bandwidths,2500
cn-east-63,001/002/003,evs.volumes,1000
cn-east-63,001/002/003,vpc.vpcs,2000
cn-east-63,001/002/003,vpc.publicips,5000
cn-east-63,001/002/003,vpc.securityGroups,4000
cn-east-63,001/002/003,rds.nodes,4000
cn-east-63,001/002/003,bms.servers,500
cn-east-63,001/002/003,ecs.cloudservers,1500
cn-east-64,001/002/003/004,as.scalingGroups,4000
cn-east-64,001/002/003/004,rds.instances,6500
cn-east-64,001/002/003/004,vpc.bandwidths,3500
cn-east-64,001/002/003/004,evs.volumes,5500
cn-east-64,001/002/003/004,cbr.vault,3000
cn-east-64,001/002/003/004,ecs.cloudservers,4500
cn-east-64,001/002/003/004,vpc.publicips,5000
cn-east-64,001/002/003/004,vpc.securityGroups,6000
cn-east-64,001/002/003/004,rds.nodes,3500
cn-east-64,001/002/003/004,bms.servers,8000
cn-east-64,001/002/003/004,vpc.vpcs,10000
cn-east-65,001/002/003/004,rds.instances,9000
cn-east-65,001/002/003/004,as.scalingGroups,2500
cn-east-65,001/002/003/004,vpc.bandwidths,6500
cn-east-65,001/002/003/004,evs.volumes,5000
cn-east-65,001/002/003/004,cbr.vault,3500
cn-east-65,001/002/003/004,vpc.vpcs,2500
cn-east-65,001/002/003/004,vpc.publicips,4500
cn-east-65,001/002/003/004,vpc.securityGroups,8000
cn-east-65,001/002/003/004,rds.nodes,8000
cn-east-65,001/002/003/004,bms.servers,6000
cn-east-65,001/002/003/004,ecs.cloudservers,2500
cn-east-66,001/002,as.scalingGroups,1000
cn-east-66,001/002,rds.instances,3000
cn-east-66,001/002,evs.volumes,3500
cn-east-66,001/002,vpc.bandwidths,2500
cn-east-66,001/002,cbr.vault,5500
cn-east-66,001/002,ecs.cloudservers,2500
cn-east-66,001/002,vpc.publicips,5000
cn-east-66,001/002,vpc.securityGroups,500
cn-east-66,001/002,rds.nodes,2500
cn-east-66,001/002,bms.servers,2000
cn-east-66,001/002,vpc.vpcs,3500
cn-east-67,001/002/003/004/005,rds.instances,5500
cn-east-67,001/002/003/004/005,as.scalingGroups,8500
cn-east-67,001/002/003/004/005,vpc.bandwidths,9000
cn-east-67,001/002/003/004/005,evs.volumes,6000
cn-east-67,001/002/003/004/005,cbr.vault,6500
cn-east-67,001/002/003/004/005,ecs.cloudservers,6000
cn-east-67,001/002/003/004/005,vpc.publicips,3000
cn-east-67,001/002/003/004/005,vpc.securityGroups,9500
cn-east-67,001/002/003/004/005,rds.nodes,5500
cn-east-67,001/002/003/004/005,bms.servers,5000
cn-east-67,001/002/003/004/005,vpc.vpcs,3500
cn-east-68,001/002/003/004/005,as.scalingGroups,5500
cn-east-68,001/002/003/004/005,rds.instances,7500
cn-east-68,001/002/003/004/005,vpc.bandwidths,2500
cn-east-68,001/002/003/004/005,evs.volumes,4500
cn-east-68,001/002/003/004/005,cbr.vault,14500
cn-east-68,001/002/003/004/005,vpc.vpcs,6500
cn-east-68,001/002/003/004/005,vpc.publicips,8000
cn-east-68,001/002/003/004/005,vpc.securityGroups,4500
cn-east-68,001/002/003/004/005,rds.nodes,7000
cn-east-68,001/002/003/004/005,bms.servers,8000
cn-east-68,001/002/003/004/005,ecs.cloudservers,5000
cn-east-69,001/002/003,rds.instances,3500
cn-east-69,001/002/003,vpc.bandwidths,6000
cn-east-69,001/002/003,evs.volumes,3500
cn-east-69,001/002/003,cbr.vault,3000
cn-east-69,001/002/003,vpc.vpcs,8000
cn-east-69,001/002/003,vpc.securityGroups,6000
cn-east-69,001/002/003,rds.nodes,6500
cn-east-69,001/002/003,bms.servers,1000
cn-east-69,001/002/003,ecs.cloudservers,1000
cn-east-70,001/002/003/004/005,as.scalingGroups,11000
cn-east-70,001/002/003/004/005,rds.instances,1500
cn-east-70,001/002/003/004/005,vpc.bandwidths,5000
cn-east-70,001/002/003/004/005,evs.volumes,7000
cn-east-70,001/002/003/004/005,cbr.vault,6000
cn-east-70,001/002/003/004/005,ecs.cloudservers,7000
cn-east-70,001/002/003/004/005,vpc.publicips,6500
cn-east-70,001/002/003/004/005,vpc.securityGroups,8500
cn-east-70,001/002/003/004/005,rds.nodes,6000
cn-east-70,001/002/003/004/005,bms.servers,6500
cn-east-70,001/002/003/004/005,vpc.vpcs,10500
cn-east-71,001/002/003,as.scalingGroups,4000
cn-east-71,001/002/003,rds.instances,3000
cn-east-71,001/002/003,vpc.bandwidths,1000
cn-east-71,001/002/003,cbr.vault,4000
cn-east-71,001/002/003,ecs.cloudservers,9500
cn-east-71,001/002/003,vpc.publicips,3500
cn-east-71,001/002/003,vpc.securityGroups,3500
cn-east-71,001/002/003,rds.nodes,1500
cn-east-71,001/002/003,bms.servers,6000
cn-east-71,001/002/003,vpc.vpcs,5500
cn-east-72,001/002/003/004/005,as.scalingGroups,13500
cn-east-72,001/002/003/004/005,rds.instances,8500
cn-east-72,001/002/003/004/005,vpc.bandwidths,5500
cn-east-72,001/002/003/004/005,evs.volumes,9000
cn-east-72,001/002/003/004/005,cbr.vault,12500
cn-east-72,001/002/003/004/005,ecs.cloudservers,3000
cn-east-72,001/002/003/004/005,vpc.publicips,13500
cn-east-72,001/002/003/004/005,vpc.securityGroups,5500
cn-east-72,001/002/003/004/005,rds.nodes,2000
cn-east-72,001/002/003/004/005,bms.servers,10000
cn-east-72,001/002/003/004/005,vpc.vpcs,10500
cn-east-73,001/002/003,as.scalingGroups,3000
cn-east-73,001/002/003,rds.instances,4500
cn-east-73,001/002/003,vpc.bandwidths,7500
cn-east-73,001/002/003,evs.volumes,1500
cn-east-73,001/002/003,cbr.vault,6000
cn-east-73,001/002/003,ecs.cloudservers,10500
cn-east-73,001/002/003,vpc.publicips,5000
cn-east-73,001/002/003,vpc.securityGroups,5000
cn-east-73,001/002/003,rds.nodes,3000
cn-east-73,001/002/003,bms.servers,2500
cn-east-73,001/002/003,vpc.vpcs,5000
cn-east-74,001/002/003,as.scalingGroups,2000
cn-east-74,001/002/003,rds.instances,5500
cn-east-74,001/002/003,vpc.bandwidths,6500
cn-east-74,001/002/003,evs.volumes,2500
cn-east-74,001/002/003,cbr.vault,1500
cn-east-74,001/002/003,vpc.vpcs,7500
cn-east-74,001/002/003,vpc.securityGroups,7000
cn-east-74,001/002/003,rds.nodes,5500
cn-east-74,001/002/003,bms.servers,4000
cn-east-74,001/002/003,ecs.cloudservers,4500
cn-east-75,001/002/003/004/005,rds.instances,7000
cn-east-75,001/002/003/004/005,as.scalingGroups,500
cn-east-75,001/002/003/004/005,vpc.bandwidths,10000
cn-east-75,001/002/003/004/005,evs.volumes,5500
cn-east-75,001/002/003/004/005,cbr.vault,6500
cn-east-75,001/002/003/004/005,ecs.cloudservers,6000
cn-east-75,001/002/003/004/005,vpc.publicips,10000
cn-east-75,001/002/003/004/005,vpc.securityGroups,6000
cn-east-75,001/002/003/004/005,rds.nodes,9500
cn-east-75,001/002/003/004/005,bms.servers,7500
cn-east-75,001/002/003/004/005,vpc.vpcs,4500
cn-east-76,001/002/003,as.scalingGroups,3500
cn-east-76,001/002/003,rds.instances,3500
cn-east-76,001/002/003,vpc.bandwidths,1000
cn-east-76,001/002/003,evs.volumes,1500
cn-east-76,001/002/003,ecs.cloudservers,5000
cn-east-76,001/002/003,cbr.vault,1000
cn-east-76,001/002/003,vpc.publicips,4000
cn-east-76,001/002/003,vpc.securityGroups,2000
cn-east-76,001/002/003,rds.nodes,8500
cn-east-76,001/002/003,bms.servers,3500
cn-east-76,001/002/003,vpc.vpcs,5500
cn-east-77,001/002/003/004/005,as.scalingGroups,12000
cn-east-77,001/002/003/004/005,rds.instances,3000
cn-east-77,001/002/003/004/005,vpc.bandwidths,13000
cn-east-77,001/002/003/004/005,evs.volumes,3500
cn-east-77,001/002/003/004/005,cbr.vault,8000
cn-east-77,001/002/003/004/005,ecs.cloudservers,5500
cn-east-77,001/002/003/004/005,vpc.publicips,3500
cn-east-77,001/002/003/004/005,vpc.securityGroups,6500
cn-east-77,001/002/003/004/005,rds.nodes,7000
cn-east-77,001/002/003/004/005,bms.servers,6000
cn-east-77,001/002/003/004/005,vpc.vpcs,4500
cn-east-78,001/002/003/004/005,rds.instances,10000
cn-east-78,001/002/003/004/005,as.scalingGroups,7000
cn-east-78,001/002/003/004/005,vpc.bandwidths,7000
cn-east-78,001/002/003/004/005,evs.volumes,6000
cn-east-78,001/002/003/004/005,cbr.vault,6500
cn-east-78,001/002/003/004/005,ecs.cloudservers,5000
cn-east-78,001/002/003/004/005,vpc.publicips,6000
cn-east-78,001/002/003/004/005,vpc.securityGroups,3500
cn-east-78,001/002/003/004/005,rds.nodes,4500
cn-east-78,001/002/003/004/005,bms.servers,5000
cn-east-78,001/002/003/004/005,vpc.vpcs,10000
cn-east-79,001/002/003/004/005,rds.instances,2500
cn-east-79,001/002/003/004/005,as.scalingGroups,10500
cn-east-79,001/002/003/004/005,vpc.bandwidths,8000
cn-east-79,001/002/003/004/005,evs.volumes,8500
cn-east-79,001/002/003/004/005,cbr.vault,7500
cn-east-79,001/002/003/004/005,ecs.cloudservers,8000
cn-east-79,001/002/003/004/005,vpc.publicips,3000
cn-east-79,001/002/003/004/005,vpc.securityGroups,3000
cn-east-79,001/002/003/004/005,rds.nodes,8500
cn-east-79,001/002/003/004/005,bms.servers,12000
cn-east-79,001/002/003/004/005,vpc.vpcs,6000
cn-east-80,001/002/003/004,rds.instances,6500
cn-east-80,001/002/003/004,as.scalingGroups,6000
cn-east-80,001/002/003/004,vpc.bandwidths,500
cn-east-80,001/002/003/004,evs.volumes,6000
cn-east-80,001/002/003/004,cbr.vault,8500
cn-east-80,001/002/003/004,ecs.cloudservers,9000
cn-east-80,001/002/003/004,vpc.publicips,6000
cn-east-80,001/002/003/004,vpc.securityGroups,6500
cn-east-80,001/002/003/004,rds.nodes,10000
cn-east-80,001/002/003/004,bms.servers,4500
cn-east-80,001/002/003/004,vpc.vpcs,4000
cn-east-81,001/002/003,rds.instances,3500
cn-east-81,001/002/003,as.scalingGroups,4500
cn-east-81,001/002/003,vpc.bandwidths,4500
cn-east-81,001/002/003,evs.volumes,1500
cn-east-81,001/002/003,ecs.cloudservers,7000
cn-east-81,001/002/003,vpc.publicips,3000
cn-east-81,001/002/003,vpc.securityGroups,6500
cn-east-81,001/002/003,rds.nodes,1500
cn-east-81,001/002/003,bms.servers,8500
cn-east-81,001/002/003,vpc.vpcs,7000
cn-east-82,001/002/003,rds.instances,1000
cn-east-82,001/002/003,as.scalingGroups,3000
cn-east-82,001/002/003,vpc.bandwidths,5000
cn-east-82,001/002/003,evs.volumes,4000
cn-east-82,001/002/003,cbr.vault,4000
cn-east-82,001/002/003,vpc.vpcs,5500
cn-east-82,001/002/003,vpc.publicips,1000
cn-east-82,001/002/003,vpc.securityGroups,2500
cn-east-82,001/002/003,rds.nodes,4000
cn-east-82,001/002/003,bms.servers,1500
cn-east-82,001/002/003,ecs.cloudservers,5500
cn-east-83,001/002/003/004/005,rds.instances,5500
cn-east-83,001/002/003/004/005,as.scalingGroups,5500
cn-east-83,001/002/003/004/005,vpc.bandwidths,5500
cn-east-83,001/002/003/004/005,evs.volumes,4000
cn-east-83,001/002/003/004/005,cbr.vault,9000
cn-east-83,001/002/003/004/005,vpc.vpcs,7000
cn-east-83,001/002/003/004/005,vpc.publicips,9500
cn-east-83,001/002/003/004/005,vpc.securityGroups,4500
cn-east-83,001/002/003/004/005,rds.nodes,6500
cn-east-83,001/002/003/004/005,bms.servers,3500
cn-east-83,001/002/003/004/005,ecs.cloudservers,7000
cn-east-84,001/002/003/004,rds.instances,6500
cn-east-84,001/002/003/004,as.scalingGroups,3000
cn-east-84,001/002/003/004,vpc.bandwidths,8000
cn-east-84,001/002/003/004,evs.volumes,2500
cn-east-84,001/002/003/004,cbr.vault,5000
cn-east-84,001/002/003/004,vpc.vpcs,5000
cn-east-84,001/002/003/004,vpc.publicips,3500
cn-east-84,001/002/003/004,vpc.securityGroups,10500
cn-east-84,001/002/003/004,rds.nodes,5500
cn-east-84,001/002/003/004,bms.servers,7500
cn-east-84,001/002/003/004,ecs.cloudservers,4500
cn-east-85,001/002/003/004/005,as.scalingGroups,2000
cn-east-85,001/002/003/004/005,rds.instances,7000
cn-east-85,001/002/003/004/005,vpc.bandwidths,6500
cn-east-85,001/002/003/004/005,evs.volumes,5000
cn-east-85,001/002/003/004/005,cbr.vault,6500
cn-east-85,001/002/003/004/005,vpc.vpcs,6500
cn-east-85,001/002/003/004/005,vpc.publicips,4000
cn-east-85,001/002/003/004/005,vpc.securityGroups,10500
cn-east-85,001/002/003/004/005,rds.nodes,7000
cn-east-85,001/002/003/004/005,bms.servers,9500
cn-east-85,001/002/003/004/005,ecs.cloudservers,7000
cn-east-86,001/002,rds.instances,1500
cn-east-86,001/002,as.scalingGroups,3500
cn-east-86,001/002,vpc.bandwidths,7000
cn-east-86,001/002,evs.volumes,1000
cn-east-86,001/002,cbr.vault,6000
cn-east-86,001/002,ecs.cloudservers,3000
cn-east-86,001/002,vpc.publicips,4000
cn-east-86,001/002,vpc.securityGroups,3500
cn-east-86,001/002,rds.nodes,1500
cn-east-86,001/002,bms.servers,2500
cn-east-86,001/002,vpc.vpcs,3000
cn-east-87,001/002/003/004/005,as.scalingGroups,10500
cn-east-87,001/002/003/004/005,rds.instances,4000
cn-east-87,001/002/003/004/005,vpc.bandwidths,12500
cn-east-87,001/002/003/004/005,evs.volumes,7500
cn-east-87,001/002/003/004/005,cbr.vault,6000
cn-east-87,001/002/003/004/005,ecs.cloudservers,4000
cn-east-87,001/002/003/004/005,vpc.publicips,8500
cn-east-87,001/002/003/004/005,vpc.securityGroups,9000
cn-east-87,001/002/003/004/005,rds.nodes,7000
cn-east-87,001/002/003/004/005,bms.servers,5500
cn-east-87,001/002/003/004/005,vpc.vpcs,8000
cn-east-88,001/002/003,rds.instances,2000
cn-east-88,001/002/003,as.scalingGroups,1000
cn-east-88,001/002/003,vpc.bandwidths,6500
cn-east-88,001/002/003,evs.volumes,1500
cn-east-88,001/002/003,cbr.vault,4000
cn-east-88,001/002/003,vpc.vpcs,4000
cn-east-88,001/002/003,vpc.publicips,3000
cn-east-88,001/002/003,vpc.securityGroups,3500
cn-east-88,001/002/003,rds.nodes,3500
cn-east-88,001/002/003,bms.servers,1500
cn-east-88,001/002/003,ecs.cloudservers,4000
cn-east-89,001/002/003/004/005,as.scalingGroups,8000
cn-east-89,001/002/003/004/005,rds.instances,8500
cn-east-89,001/002/003/004/005,vpc.bandwidths,1500
cn-east-89,001/002/003/004/005,evs.volumes,7500
cn-east-89,001/002/003/004/005,cbr.vault,8000
cn-east-89,001/002/003/004/005,ecs.cloudservers,8000
cn-east-89,001/002/003/004/005,vpc.publicips,6000
cn-east-89,001/002/003/004/005,vpc.securityGroups,3500
cn-east-89,001/002/003/004/005,rds.nodes,4500
cn-east-89,001/002/003/004/005,bms.servers,16000
cn-east-89,001/002/003/004/005,vpc.vpcs,4000
cn-east-90,001/002/003,as.scalingGroups,3000
cn-east-90,001/002/003,rds.instances,2500
cn-east-90,001/002/003,vpc.bandwidths,4000
cn-east-90,001/002/003,evs.volumes,10000
cn-east-90,001/002/003,cbr.vault,5500
cn-east-90,001/002/003,vpc.publicips,6500
cn-east-90,001/002/003,vpc.securityGroups,6500
cn-east-90,001/002/003,rds.nodes,6500
cn-east-90,001/002/003,bms.servers,8000
cn-east-90,001/002/003,ecs.cloudservers,4000
cn-east-91,001/002,as.scalingGroups,5000
cn-east-91,001/002,rds.instances,1500
cn-east-91,001/002,vpc.bandwidths,6500
cn-east-91,001/002,evs.volumes,1000
cn-east-91,001/002,cbr.vault,1000
cn-east-91,001/002,ecs.cloudservers,2500
cn-east-91,001/002,vpc.securityGroups,4500
cn-east-91,001/002,rds.nodes,3500
cn-east-91,001/002,bms.servers,1000
cn-east-91,001/002,vpc.vpcs,1000
cn-east-92,001/002/003,as.scalingGroups,2500
cn-east-92,001/002/003,rds.instances,2000
cn-east-92,001/002/003,vpc.bandwidths,3500
cn-east-92,001/002/003,evs.volumes,5000
cn-east-92,001/002/003,cbr.vault,3500
cn-east-92,001/002/003,vpc.vpcs,3500
cn-east-92,001/002/003,vpc.securityGroups,2500
cn-east-92,001/002/003,rds.nodes,500
cn-east-92,001/002/003,bms.servers,4500
cn-east-92,001/002/003,ecs.cloudservers,500
cn-east-93,001/002/003/004,rds.instances,3500
cn-east-93,001/002/003/004,vpc.bandwidths,9000
cn-east-93,001/002/003/004,evs.volumes,9000
cn-east-93,001/002/003/004,cbr.vault,9000
cn-east-93,001/002/003/004,ecs.cloudservers,5000
cn-east-93,001/002/003/004,vpc.publicips,4000
cn-east-93,001/002/003/004,vpc.securityGroups,4000
cn-east-93,001/002/003/004,rds.nodes,10500
cn-east-93,001/002/003/004,bms.servers,3500
cn-east-93,001/002/003/004,vpc.vpcs,6500
cn-east-94,001/002/003/004,rds.instances,7000
cn-east-94,001/002/003/004,as.scalingGroups,1000
cn-east-94,001/002/003/004,vpc.bandwidths,4500
cn-east-94,001/002/003/004,evs.volumes,4500
cn-east-94,001/002/003/004,cbr.vault,6000
cn-east-94,001/002/003/004,vpc.vpcs,4000
cn-east-94,001/002/003/004,vpc.publicips,1500
cn-east-94,001/002/003/004,vpc.securityGroups,5000
cn-east-94,001/002/003/004,rds.nodes,4000
cn-east-94,001/002/003/004,bms.servers,11000
cn-east-94,001/002/003/004,ecs.cloudservers,5500
cn-east-95,001/002/003/004,rds.instances,4000
cn-east-95,001/002/003/004,as.scalingGroups,5000
cn-east-95,001/002/003/004,vpc.bandwidths,5000
cn-east-95,001/002/003/004,evs.volumes,5000
cn-east-95,001/002/003/004,ecs.cloudservers,3500
cn-east-95,001/002/003/004,cbr.vault,2500
cn-east-95,001/002/003/004,vpc.publicips,7500
cn-east-95,001/002/003/004,vpc.securityGroups,3500
cn-east-95,001/002/003/004,rds.nodes,4000
cn-east-95,001/002/003/004,bms.servers,6000
cn-east-95,001/002/003/004,vpc.vpcs,6500
cn-east-96,001/002/003/004/005,as.scalingGroups,5500
cn-east-96,001/002/003/004/005,rds.instances,3000
cn-east-96,001/002/003/004/005,vpc.bandwidths,9500
cn-east-96,001/002/003/004/005,evs.volumes,3000
cn-east-96,001/002/003/004/005,cbr.vault,9500
cn-east-96,001/002/003/004/005,ecs.cloudservers,6500
cn-east-96,001/002/003/004/005,vpc.publicips,7500
cn-east-96,001/002/003/004/005,vpc.securityGroups,4000
cn-east-96,001/002/003/004/005,rds.nodes,6000
cn-east-96,001/002/003/004/005,bms.servers,8000
cn-east-96,001/002/003/004/005,vpc.vpcs,3500
cn-east-97,001/002/003/004,as.scalingGroups,7000
cn-east-97,001/002/003/004,rds.instances,2000
cn-east-97,001/002/003/004,vpc.bandwidths,8000
cn-east-97,001/002/003/004,evs.volumes,3000
cn-east-97,001/002/003/004,cbr.vault,4500
cn-east-97,001/002/003/004,ecs.cloudservers,7500
cn-east-97,001/002/003/004,vpc.publicips,9000
cn-east-97,001/002/003/004,vpc.securityGroups,6500
cn-east-97,001/002/003/004,rds.nodes,6000
cn-east-97,001/002/003/004,bms.servers,4000
cn-east-97,001/002/003/004,vpc.vpcs,3500
cn-east-98,001/002,as.scalingGroups,6500
cn-east-98,001/002,rds.instances,2500
cn-east-98,001/002,vpc.bandwidths,4500
cn-east-98,001/002,evs.volumes,3000
cn-east-98,001/002,cbr.vault,4000
cn-east-98,001/002,ecs.cloudservers,3000
cn-east-98,001/002,vpc.publicips,1000
cn-east-98,001/002,vpc.securityGroups,4000
cn-east-98,001/002,rds.nodes,3000
cn-east-98,001/002,bms.servers,2500
cn-east-98,001/002,vpc.vpcs,3500
cn-east-99,001/002/003/004,rds.instances,4500
cn-east-99,001/002/003/004,as.scalingGroups,6500
cn-east-99,001/002/003/004,vpc.bandwidths,4500
cn-east-99,001/002/003/004,evs.volumes,4500
cn-east-99,001/002/003/004,cbr.vault,1500
cn-east-99,001/002/003/004,vpc.vpcs,6500
cn-east-99,001/002/003/004,vpc.publicips,5500
cn-east-99,001/002/003/004,vpc.securityGroups,6000
cn-east-99,001/002/003/004,rds.nodes,6500
cn-east-99,001/002/003/004,bms.servers,9000
cn-east-99,001/002/003/004,ecs.cloudservers,1500
cn-southwest-0,001/002,as.scalingGroups,3500
cn-southwest-0,001/002,rds.instances,1000
cn-southwest-0,001/002,vpc.bandwidths,3000
cn-southwest-0,001/002,evs.volumes,1000
cn-southwest-0,001/002,cbr.vault,5500
cn-southwest-0,001/002,ecs.cloudservers,3000
cn-southwest-0,001/002,vpc.publicips,3500
cn-southwest-0,001/002,vpc.securityGroups,4500
cn-southwest-0,001/002,rds.nodes,3500
cn-southwest-0,001/002,bms.servers,2500
cn-southwest-0,001/002,vpc.vpcs,1500
cn-southwest-1,001/002/003/004/005,as.scalingGroups,6500
cn-southwest-1,001/002/003/004/005,rds.instances,4000
cn-southwest-1,001/002/003/004/005,vpc.bandwidths,8500
cn-southwest-1,001/002/003/004/005,evs.volumes,3000
cn-southwest-1,001/002/003/004/005,cbr.vault,9500
cn-southwest-1,001/002/003/004/005,vpc.vpcs,10000
cn-southwest-1,001/002/003/004/005,vpc.publicips,4500
cn-southwest-1,001/002/003/004/005,vpc.securityGroups,6500
cn-southwest-1,001/002/003/004/005,rds.nodes,5000
cn-southwest-1,001/002/003/004/005,bms.servers,6500
cn-southwest-1,001/002/003/004/005,ecs.cloudservers,1500
cn-southwest-2,001/002/003/004,as.scalingGroups,5000
cn-southwest-2,001/002/003/004,rds.instances,4000
cn-southwest-2,001/002/003/004,vpc.bandwidths,2500
cn-southwest-2,001/002/003/004,evs.volumes,5000
cn-southwest-2,001/002/003/004,cbr.vault,2500
cn-southwest-2,001/002/003/004,vpc.vpcs,5000
cn-southwest-2,001/002/003/004,vpc.publicips,3000
cn-southwest-2,001/002/003/004,vpc.securityGroups,6000
cn-southwest-2,001/002/003/004,rds.nodes,6500
cn-southwest-2,001/002/003/004,bms.servers,7000
cn-southwest-2,001/002/003/004,ecs.cloudservers,4500
cn-southwest-3,001/002/003/004/005,rds.instances,6500
cn-southwest-3,001/002/003/004/005,as.scalingGroups,4500
cn-southwest-3,001/002/003/004/005,vpc.bandwidths,5000
cn-southwest-3,001/002/003/004/005,evs.volumes,4000
cn-southwest-3,001/002/003/004/005,cbr.vault,5000
cn-southwest-3,001/002/003/004/005,ecs.cloudservers,7000
cn-southwest-3,001/002/003/004/005,vpc.publicips,10000
cn-southwest-3,001/002/003/004/005,vpc.securityGroups,8000
cn-southwest-3,001/002/003/004/005,rds.nodes,7500
cn-southwest-3,001/002/003/004/005,bms.servers,4500
cn-southwest-3,001/002/003/004/005,vpc.vpcs,6500
cn-southwest-4,001/002/003/004/005,rds.instances,10000
cn-southwest-4,001/002/003/004/005,as.scalingGroups,4500
cn-southwest-4,001/002/003/004/005,vpc.bandwidths,7500
cn-southwest-4,001/002/003/004/005,evs.volumes,4500
cn-southwest-4,001/002/003/004/005,cbr.vault,12000
cn-southwest-4,001/002/003/004/005,ecs.cloudservers,8500
cn-southwest-4,001/002/003/004/005,vpc.publicips,5500
cn-southwest-4,001/002/003/004/005,vpc.securityGroups,6500
cn-southwest-4,001/002/003/004/005,rds.nodes,3000
cn-southwest-4,001/002/003/004/005,bms.servers,7500
cn-southwest-4,001/002/003/004/005,vpc.vpcs,11000
cn-southwest-5,001/002/003,rds.instances,5500
cn-southwest-5,001/002/003,as.scalingGroups,4000
cn-southwest-5,001/002/003,evs.volumes,6500
cn-southwest-5,001/002/003,vpc.bandwidths,1000
cn-southwest-5,001/002/003,cbr.vault,7500
cn-southwest-5,001/002/003,ecs.cloudservers,4500
cn-southwest-5,001/002/003,vpc.publicips,1000
cn-southwest-5,001/002/003,vpc.securityGroups,5000
cn-southwest-5,001/002/003,rds.nodes,7500
cn-southwest-5,001/002/003,bms.servers,4500
cn-southwest-5,001/002/003,vpc.vpcs,4500
cn-southwest-6,001/002,as.scalingGroups,2500
cn-southwest-6,001/002,rds.instances,1000
cn-southwest-6,001/002,vpc.bandwidths,3000
cn-southwest-6,001/002,evs.volumes,3000
cn-southwest-6,001/002,ecs.cloudservers,1000
cn-southwest-6,001/002,cbr.vault,2500
cn-southwest-6,001/002,vpc.publicips,2500
cn-southwest-6,001/002,vpc.securityGroups,7000
cn-southwest-6,001/002,rds.nodes,4000
cn-southwest-6,001/002,bms.servers,2500
cn-southwest-6,001/002,vpc.vpcs,4000
cn-southwest-7,001/002,as.scalingGroups,1500
cn-southwest-7,001/002,vpc.bandwidths,500
cn-southwest-7,001/002,evs.volumes,3000
cn-southwest-7,001/002,cbr.vault,1500
cn-southwest-7,001/002,ecs.cloudservers,1000
cn-southwest-7,001/002,vpc.publicips,1500
cn-southwest-7,001/002,vpc.securityGroups,1000
