Region,Access Geo-place,Temperature
cn-east-38,Baoding,warm
cn-east-38,Hohhot,warm
cn-east-38,Madrid,cold
cn-east-38,Xiamen,warm
cn-east-38,Zhengzhou,warm
cn-east-38,Fuzhou,warm
cn-east-38,Fuzhou,warm
cn-east-38,Beijing,warm
cn-east-38,Qingdao,warm
cn-east-38,Qingdao,warm
cn-east-38,Wenzhou,hot
cn-east-38,Beijing,warm
cn-east-38,Shenzhen,warm
cn-east-38,Xianggang,cold
cn-east-38,Tianjin,warm
cn-east-38,Ningbo,hot
cn-east-38,Hefei,hot
cn-east-38,Qingdao,warm
cn-east-39,Paris,cold
cn-east-39,Shanghai,hot
cn-east-39,Baoding,warm
cn-east-39,Hohhot,warm
cn-east-39,Madrid,cold
cn-east-39,Xiamen,warm
cn-east-39,Zhengzhou,warm
cn-east-39,Fuzhou,warm
cn-east-39,Fuzhou,warm
cn-east-39,Beijing,warm
cn-east-39,Qingdao,warm
cn-east-39,Qingdao,warm
cn-east-39,Wenzhou,hot
cn-east-39,Beijing,warm
cn-east-39,Shenzhen,warm
cn-east-39,Xianggang,cold
cn-east-39,Tianjin,warm
cn-east-39,Ningbo,hot
cn-east-39,Hefei,hot
cn-east-39,Qingdao,warm
cn-east-40,Paris,cold
cn-east-40,Shanghai,hot
cn-east-40,Baoding,warm
cn-east-40,Hohhot,warm
cn-east-40,Madrid,cold
cn-east-40,Xiamen,warm
cn-east-40,Zhengzhou,warm
cn-east-40,Fuzhou,warm
cn-east-40,Fuzhou,warm
cn-east-40,Beijing,warm
cn-east-40,Qingdao,warm
cn-east-40,Qingdao,warm
cn-east-40,Wenzhou,hot
cn-east-40,Beijing,warm
cn-east-40,Shenzhen,warm
cn-east-40,Xianggang,cold
cn-east-40,Tianjin,warm
cn-east-40,Ningbo,hot
cn-east-40,Hefei,hot
cn-east-40,Qingdao,warm
cn-east-41,Paris,cold
cn-east-41,Shanghai,hot
cn-east-41,Baoding,warm
cn-east-41,Hohhot,warm
cn-east-41,Madrid,cold
cn-east-41,Xiamen,warm
cn-east-41,Zhengzhou,warm
cn-east-41,Fuzhou,warm
cn-east-41,Fuzhou,warm
cn-east-41,Beijing,warm
cn-east-41,Qingdao,warm
cn-east-41,Qingdao,warm
cn-east-41,Wenzhou,hot
cn-east-41,Beijing,warm
cn-east-41,Shenzhen,warm
cn-east-41,Xianggang,cold
cn-east-41,Tianjin,warm
cn-east-41,Ningbo,hot
cn-east-41,Hefei,hot
cn-east-41,Qingdao,warm
cn-east-42,Paris,cold
cn-east-42,Shanghai,hot
cn-east-42,Baoding,warm
cn-east-42,Hohhot,warm
cn-east-42,Madrid,cold
cn-east-42,Xiamen,warm
cn-east-42,Zhengzhou,warm
cn-east-42,Fuzhou,warm
cn-east-42,Fuzhou,warm
cn-east-42,Beijing,warm
cn-east-42,Qingdao,warm
cn-east-42,Qingdao,warm
cn-east-42,Wenzhou,hot
cn-east-42,Beijing,warm
cn-east-42,Shenzhen,warm
cn-east-42,Xianggang,cold
cn-east-42,Tianjin,warm
cn-east-42,Ningbo,hot
cn-east-42,Hefei,hot
cn-east-42,Qingdao,warm
cn-east-43,Paris,cold
cn-east-43,Shanghai,hot
cn-east-43,Baoding,warm
cn-east-43,Hohhot,warm
cn-east-43,Madrid,cold
cn-east-43,Xiamen,warm
cn-east-43,Zhengzhou,warm
cn-east-43,Fuzhou,warm
cn-east-43,Fuzhou,warm
cn-east-43,Beijing,warm
cn-east-43,Qingdao,warm
cn-east-43,Qingdao,warm
cn-east-43,Wenzhou,hot
cn-east-43,Beijing,warm
cn-east-43,Shenzhen,warm
cn-east-43,Xianggang,cold
cn-east-43,Tianjin,warm
cn-east-43,Ningbo,hot
cn-east-43,Hefei,hot
cn-east-43,Qingdao,warm
cn-east-44,Paris,cold
cn-east-44,Shanghai,hot
cn-east-44,Baoding,warm
cn-east-44,Hohhot,warm
cn-east-44,Madrid,cold
cn-east-44,Xiamen,warm
cn-east-44,Zhengzhou,warm
cn-east-44,Fuzhou,warm
cn-east-44,Fuzhou,warm
cn-east-44,Beijing,warm
cn-east-44,Qingdao,warm
cn-east-44,Qingdao,warm
cn-east-44,Wenzhou,hot
cn-east-44,Beijing,warm
cn-east-44,Shenzhen,warm
cn-east-44,Xianggang,cold
cn-east-44,Tianjin,warm
cn-east-44,Ningbo,hot
cn-east-44,Hefei,hot
cn-east-44,Qingdao,warm
cn-east-45,Paris,cold
cn-east-45,Shanghai,hot
cn-east-45,Baoding,warm
cn-east-45,Hohhot,warm
cn-east-45,Madrid,cold
cn-east-45,Xiamen,warm
cn-east-45,Zhengzhou,warm
cn-east-45,Fuzhou,warm
cn-east-45,Fuzhou,warm
cn-east-45,Beijing,warm
cn-east-45,Qingdao,warm
cn-east-45,Qingdao,warm
cn-east-45,Wenzhou,hot
cn-east-45,Beijing,warm
cn-east-45,Shenzhen,warm
cn-east-45,Xianggang,cold
cn-east-45,Tianjin,warm
cn-east-45,Ningbo,hot
cn-east-45,Hefei,hot
cn-east-45,Qingdao,warm
cn-east-46,Paris,cold
cn-east-46,Shanghai,hot
cn-east-46,Baoding,warm
cn-east-46,Hohhot,warm
cn-east-46,Madrid,cold
cn-east-46,Xiamen,warm
cn-east-46,Zhengzhou,warm
cn-east-46,Fuzhou,warm
cn-east-46,Fuzhou,warm
cn-east-46,Beijing,warm
cn-east-46,Qingdao,warm
cn-east-46,Qingdao,warm
cn-east-46,Wenzhou,hot
cn-east-46,Beijing,warm
cn-east-46,Shenzhen,warm
cn-east-46,Xianggang,cold
cn-east-46,Tianjin,warm
cn-east-46,Ningbo,hot
cn-east-46,Hefei,hot
cn-east-46,Qingdao,warm
cn-east-47,Paris,cold
cn-east-47,Shanghai,hot
cn-east-47,Baoding,warm
cn-east-47,Hohhot,warm
cn-east-47,Madrid,cold
cn-east-47,Xiamen,warm
cn-east-47,Zhengzhou,warm
cn-east-47,Fuzhou,warm
cn-east-47,Fuzhou,warm
cn-east-47,Beijing,warm
cn-east-47,Qingdao,warm
cn-east-47,Qingdao,warm
cn-east-47,Wenzhou,hot
cn-east-47,Beijing,warm
cn-east-47,Shenzhen,warm
cn-east-47,Xianggang,cold
cn-east-47,Tianjin,warm
cn-east-47,Ningbo,hot
cn-east-47,Hefei,hot
cn-east-47,Qingdao,warm
cn-east-48,Paris,cold
cn-east-48,Shanghai,hot
cn-east-48,Baoding,warm
cn-east-48,Hohhot,warm
cn-east-48,Madrid,cold
cn-east-48,Xiamen,warm
cn-east-48,Zhengzhou,warm
cn-east-48,Fuzhou,warm
cn-east-48,Fuzhou,warm
cn-east-48,Beijing,warm
cn-east-48,Qingdao,warm
cn-east-48,Qingdao,warm
cn-east-48,Wenzhou,hot
cn-east-48,Beijing,warm
cn-east-48,Shenzhen,warm
cn-east-48,Xianggang,cold
cn-east-48,Tianjin,warm
cn-east-48,Ningbo,hot
cn-east-48,Hefei,hot
cn-east-48,Qingdao,warm
cn-east-49,Paris,cold
cn-east-49,Shanghai,hot
cn-east-49,Baoding,warm
cn-east-49,Hohhot,warm
cn-east-49,Madrid,cold
cn-east-49,Xiamen,warm
cn-east-49,Zhengzhou,warm
cn-east-49,Fuzhou,warm
cn-east-49,Fuzhou,warm
cn-east-49,Beijing,warm
cn-east-49,Qingdao,warm
cn-east-49,Qingdao,warm
cn-east-49,Wenzhou,hot
cn-east-49,Beijing,warm
cn-east-49,Shenzhen,warm
cn-east-49,Xianggang,cold
cn-east-49,Tianjin,warm
cn-east-49,Ningbo,hot
cn-east-49,Hefei,hot
cn-east-49,Qingdao,warm
cn-east-50,Paris,cold
cn-east-50,Shanghai,hot
cn-east-50,Baoding,warm
cn-east-50,Hohhot,warm
cn-east-50,Madrid,cold
cn-east-50,Xiamen,warm
cn-east-50,Zhengzhou,warm
cn-east-50,Fuzhou,warm
cn-east-50,Fuzhou,warm
cn-east-50,Beijing,warm
cn-east-50,Qingdao,warm
cn-east-50,Qingdao,warm
cn-east-50,Wenzhou,hot
cn-east-50,Beijing,warm
cn-east-50,Shenzhen,warm
cn-east-50,Xianggang,cold
cn-east-50,Tianjin,warm
cn-east-50,Ningbo,hot
cn-east-50,Hefei,hot
cn-east-50,Qingdao,warm
cn-east-51,Paris,cold
cn-east-51,Shanghai,hot
cn-east-51,Baoding,warm
cn-east-51,Hohhot,warm
cn-east-51,Madrid,cold
cn-east-51,Xiamen,warm
cn-east-51,Zhengzhou,warm
cn-east-51,Fuzhou,warm
cn-east-51,Fuzhou,warm
cn-east-51,Beijing,warm
cn-east-51,Qingdao,warm
cn-east-51,Qingdao,warm
cn-east-51,Wenzhou,hot
cn-east-51,Beijing,warm
cn-east-51,Shenzhen,warm
cn-east-51,Xianggang,cold
cn-east-51,Tianjin,warm
cn-east-51,Ningbo,hot
cn-east-51,Hefei,hot
cn-east-51,Qingdao,warm
cn-east-52,Paris,cold
cn-east-52,Shanghai,hot
cn-east-52,Baoding,warm
cn-east-52,Hohhot,warm
cn-east-52,Madrid,cold
cn-east-52,Xiamen,warm
cn-east-52,Zhengzhou,warm
cn-east-52,Fuzhou,warm
cn-east-52,Fuzhou,warm
cn-east-52,Beijing,warm
cn-east-52,Qingdao,warm
cn-east-52,Qingdao,warm
cn-east-52,Wenzhou,hot
cn-east-52,Beijing,warm
cn-east-52,Shenzhen,warm
cn-east-52,Xianggang,cold
cn-east-52,Tianjin,warm
cn-east-52,Ningbo,hot
cn-east-52,Hefei,hot
cn-east-52,Qingdao,warm
cn-east-53,Paris,cold
cn-east-53,Shanghai,hot
cn-east-53,Baoding,warm
cn-east-53,Hohhot,warm
cn-east-53,Madrid,cold
cn-east-53,Xiamen,warm
cn-east-53,Zhengzhou,warm
cn-east-53,Fuzhou,warm
cn-east-53,Fuzhou,warm
cn-east-53,Beijing,warm
cn-east-53,Qingdao,warm
cn-east-53,Qingdao,warm
cn-east-53,Wenzhou,hot
cn-east-53,Beijing,warm
cn-east-53,Shenzhen,warm
cn-east-53,Xianggang,cold
cn-east-53,Tianjin,warm
cn-east-53,Ningbo,hot
cn-east-53,Hefei,hot
cn-east-53,Qingdao,warm
cn-east-54,Paris,cold
cn-east-54,Shanghai,hot
cn-east-54,Baoding,warm
cn-east-54,Hohhot,warm
cn-east-54,Madrid,cold
cn-east-54,Xiamen,warm
cn-east-54,Zhengzhou,warm
cn-east-54,Fuzhou,warm
cn-east-54,Fuzhou,warm
cn-east-54,Beijing,warm
cn-east-54,Qingdao,warm
cn-east-54,Qingdao,warm
cn-east-54,Wenzhou,hot
cn-east-54,Beijing,warm
cn-east-54,Shenzhen,warm
cn-east-54,Xianggang,cold
cn-east-54,Tianjin,warm
cn-east-54,Ningbo,hot
cn-east-54,Hefei,hot
cn-east-54,Qingdao,warm
cn-east-55,Paris,cold
cn-east-55,Shanghai,hot
cn-east-55,Baoding,warm
cn-east-55,Hohhot,warm
cn-east-55,Madrid,cold
cn-east-55,Xiamen,warm
cn-east-55,Zhengzhou,warm
cn-east-55,Fuzhou,warm
cn-east-55,Fuzhou,warm
cn-east-55,Beijing,warm
cn-east-55,Qingdao,warm
cn-east-55,Qingdao,warm
cn-east-55,Wenzhou,hot
cn-east-55,Beijing,warm
cn-east-55,Shenzhen,warm
cn-east-55,Xianggang,cold
cn-east-55,Tianjin,warm
cn-east-55,Ningbo,hot
cn-east-55,Hefei,hot
cn-east-55,Qingdao,warm
cn-east-56,Paris,cold
cn-east-56,Shanghai,hot
cn-east-56,Baoding,warm
cn-east-56,Hohhot,warm
cn-east-56,Madrid,cold
cn-east-56,Xiamen,warm
cn-east-56,Zhengzhou,warm
cn-east-56,Fuzhou,warm
cn-east-56,Fuzhou,warm
cn-east-56,Beijing,warm
cn-east-56,Qingdao,warm
cn-east-56,Qingdao,warm
cn-east-56,Wenzhou,hot
cn-east-56,Beijing,warm
cn-east-56,Shenzhen,warm
cn-east-56,Xianggang,cold
cn-east-56,Tianjin,warm
cn-east-56,Ningbo,hot
cn-east-56,Hefei,hot
cn-east-56,Qingdao,warm
cn-east-57,Paris,cold
cn-east-57,Shanghai,hot
cn-east-57,Baoding,warm
cn-east-57,Hohhot,warm
cn-east-57,Madrid,cold
cn-east-57,Xiamen,warm
cn-east-57,Zhengzhou,warm
cn-east-57,Fuzhou,warm
cn-east-57,Fuzhou,warm
cn-east-57,Beijing,warm
cn-east-57,Qingdao,warm
cn-east-57,Qingdao,warm
cn-east-57,Wenzhou,hot
cn-east-57,Beijing,warm
cn-east-57,Shenzhen,warm
cn-east-57,Xianggang,cold
cn-east-57,Tianjin,warm
cn-east-57,Ningbo,hot
cn-east-57,Hefei,hot
cn-east-57,Qingdao,warm
cn-east-58,Paris,cold
cn-east-58,Shanghai,hot
cn-east-58,Baoding,warm
cn-east-58,Hohhot,warm
cn-east-58,Madrid,cold
cn-east-58,Xiamen,warm
cn-east-58,Zhengzhou,warm
cn-east-58,Fuzhou,warm
cn-east-58,Fuzhou,warm
cn-east-58,Beijing,warm
cn-east-58,Qingdao,warm
cn-east-58,Qingdao,warm
cn-east-58,Wenzhou,hot
cn-east-58,Beijing,warm
cn-east-58,Shenzhen,warm
cn-east-58,Xianggang,cold
cn-east-58,Tianjin,warm
cn-east-58,Ningbo,hot
cn-east-58,Hefei,hot
cn-east-58,Qingdao,warm
cn-east-59,Paris,cold
cn-east-59,Shanghai,hot
cn-east-59,Baoding,warm
cn-east-59,Hohhot,warm
cn-east-59,Madrid,cold
cn-east-59,Xiamen,warm
cn-east-59,Zhengzhou,warm
cn-east-59,Fuzhou,warm
cn-east-59,Fuzhou,warm
cn-east-59,Beijing,warm
cn-east-59,Qingdao,warm
cn-east-59,Qingdao,warm
cn-east-59,Wenzhou,hot
cn-east-59,Beijing,warm
cn-east-59,Shenzhen,warm
cn-east-59,Xianggang,cold
cn-east-59,Tianjin,warm
cn-east-59,Ningbo,hot
cn-east-59,Hefei,hot
cn-east-59,Qingdao,warm
cn-east-60,Paris,cold
cn-east-60,Shanghai,hot
cn-east-60,Baoding,warm
cn-east-60,Hohhot,warm
cn-east-60,Madrid,cold
cn-east-60,Xiamen,warm
cn-east-60,Zhengzhou,warm
cn-east-60,Fuzhou,warm
cn-east-60,Fuzhou,warm
cn-east-60,Beijing,warm
cn-east-60,Qingdao,warm
cn-east-60,Qingdao,warm
cn-east-60,Wenzhou,hot
cn-east-60,Beijing,warm
cn-east-60,Shenzhen,warm
cn-east-60,Xianggang,cold
cn-east-60,Tianjin,warm
cn-east-60,Ningbo,hot
cn-east-60,Hefei,hot
cn-east-60,Qingdao,warm
cn-east-61,Paris,cold
cn-east-61,Shanghai,hot
cn-east-61,Baoding,warm
cn-east-61,Hohhot,warm
cn-east-61,Madrid,cold
cn-east-61,Xiamen,warm
cn-east-61,Zhengzhou,warm
cn-east-61,Fuzhou,warm
cn-east-61,Fuzhou,warm
cn-east-61,Beijing,warm
cn-east-61,Qingdao,warm
cn-east-61,Qingdao,warm
cn-east-61,Wenzhou,hot
cn-east-61,Beijing,warm
cn-east-61,Shenzhen,warm
cn-east-61,Xianggang,cold
cn-east-61,Tianjin,warm
cn-east-61,Ningbo,hot
cn-east-61,Hefei,hot
cn-east-61,Qingdao,warm
cn-east-62,Paris,cold
cn-east-62,Shanghai,hot
cn-east-62,Baoding,warm
cn-east-62,Hohhot,warm
cn-east-62,Madrid,cold
cn-east-62,Xiamen,warm
cn-east-62,Zhengzhou,warm
cn-east-62,Fuzhou,warm
cn-east-62,Fuzhou,warm
cn-east-62,Beijing,warm
cn-east-62,Qingdao,warm
cn-east-62,Qingdao,warm
cn-east-62,Wenzhou,hot
cn-east-62,Beijing,warm
cn-east-62,Shenzhen,warm
cn-east-62,Xianggang,cold
cn-east-62,Tianjin,warm
cn-east-62,Ningbo,hot
cn-east-62,Hefei,hot
cn-east-62,Qingdao,warm
cn-east-63,Paris,cold
cn-east-63,Shanghai,hot
cn-east-63,Baoding,warm
cn-east-63,Hohhot,warm
cn-east-63,Madrid,cold
cn-east-63,Xiamen,warm
cn-east-63,Zhengzhou,warm
cn-east-63,Fuzhou,warm
cn-east-63,Fuzhou,warm
cn-east-63,Beijing,warm
cn-east-63,Qingdao,warm
cn-east-63,Qingdao,warm
cn-east-63,Wenzhou,hot
cn-east-63,Beijing,warm
cn-east-63,Shenzhen,warm
cn-east-63,Xianggang,cold
cn-east-63,Tianjin,warm
cn-east-63,Ningbo,hot
cn-east-63,Hefei,hot
cn-east-63,Qingdao,warm
cn-east-64,Paris,cold
cn-east-64,Shanghai,hot
cn-east-64,Baoding,warm
cn-east-64,Hohhot,warm
cn-east-64,Madrid,cold
cn-east-64,Xiamen,warm
cn-east-64,Zhengzhou,warm
cn-east-64,Fuzhou,warm
cn-east-64,Fuzhou,warm
cn-east-64,Beijing,warm
cn-east-64,Qingdao,warm
cn-east-64,Qingdao,warm
cn-east-64,Wenzhou,hot
cn-east-64,Beijing,warm
cn-east-64,Shenzhen,warm
cn-east-64,Xianggang,cold
cn-east-64,Tianjin,warm
cn-east-64,Ningbo,hot
cn-east-64,Hefei,hot
cn-east-64,Qingdao,warm
cn-east-65,Paris,cold
cn-east-65,Shanghai,hot
cn-east-65,Baoding,warm
cn-east-65,Hohhot,warm
cn-east-65,Madrid,cold
cn-east-65,Xiamen,warm
cn-east-65,Zhengzhou,warm
cn-east-65,Fuzhou,warm
cn-east-65,Fuzhou,warm
cn-east-65,Beijing,warm
cn-east-65,Qingdao,warm
cn-east-65,Qingdao,warm
cn-east-65,Wenzhou,hot
cn-east-65,Beijing,warm
cn-east-65,Shenzhen,warm
cn-east-65,Xianggang,cold
cn-east-65,Tianjin,warm
cn-east-65,Ningbo,hot
cn-east-65,Hefei,hot
cn-east-65,Qingdao,warm
cn-east-66,Paris,cold
cn-east-66,Shanghai,hot
cn-east-66,Baoding,warm
cn-east-66,Hohhot,warm
cn-east-66,Madrid,cold
cn-east-66,Xiamen,warm
cn-east-66,Zhengzhou,warm
cn-east-66,Fuzhou,warm
cn-east-66,Fuzhou,warm
cn-east-66,Beijing,warm
cn-east-66,Qingdao,warm
cn-east-66,Qingdao,warm
cn-east-66,Wenzhou,hot
cn-east-66,Beijing,warm
cn-east-66,Shenzhen,warm
cn-east-66,Xianggang,cold
cn-east-66,Tianjin,warm
cn-east-66,Ningbo,hot
cn-east-66,Hefei,hot
cn-east-66,Qingdao,warm
cn-east-67,Paris,cold
cn-east-67,Shanghai,hot
cn-east-67,Baoding,warm
cn-east-67,Hohhot,warm
cn-east-67,Madrid,cold
cn-east-67,Xiamen,warm
cn-east-67,Zhengzhou,warm
cn-east-67,Fuzhou,warm
cn-east-67,Fuzhou,warm
cn-east-67,Beijing,warm
cn-east-67,Qingdao,warm
cn-east-67,Qingdao,warm
cn-east-67,Wenzhou,hot
cn-east-67,Beijing,warm
cn-east-67,Shenzhen,warm
cn-east-67,Xianggang,cold
cn-east-67,Tianjin,warm
cn-east-67,Ningbo,hot
cn-east-67,Hefei,hot
cn-east-67,Qingdao,warm
cn-east-68,Paris,cold
cn-east-68,Shanghai,hot
cn-east-68,Baoding,warm
cn-east-68,Hohhot,warm
cn-east-68,Madrid,cold
cn-east-68,Xiamen,warm
cn-east-68,Zhengzhou,warm
cn-east-68,Fuzhou,warm
cn-east-68,Fuzhou,warm
cn-east-68,Beijing,warm
cn-east-68,Qingdao,warm
cn-east-68,Qingdao,warm
cn-east-68,Wenzhou,hot
cn-east-68,Beijing,warm
cn-east-68,Shenzhen,warm
cn-east-68,Xianggang,cold
cn-east-68,Tianjin,warm
cn-east-68,Ningbo,hot
cn-east-68,Hefei,hot
cn-east-68,Qingdao,warm
cn-east-69,Paris,cold
cn-east-69,Shanghai,hot
cn-east-69,Baoding,warm
cn-east-69,Hohhot,warm
cn-east-69,Madrid,cold
cn-east-69,Xiamen,warm
cn-east-69,Zhengzhou,warm
cn-east-69,Fuzhou,warm
cn-east-69,Fuzhou,warm
cn-east-69,Beijing,warm
cn-east-69,Qingdao,warm
cn-east-69,Qingdao,warm
cn-east-69,Wenzhou,hot
cn-east-69,Beijing,warm
cn-east-69,Shenzhen,warm
cn-east-69,Xianggang,cold
cn-east-69,Tianjin,warm
cn-east-69,Ningbo,hot
cn-east-69,Hefei,hot
cn-east-69,Qingdao,warm
cn-east-70,Paris,cold
cn-east-70,Shanghai,hot
cn-east-70,Baoding,warm
cn-east-70,Hohhot,warm
cn-east-70,Madrid,cold
cn-east-70,Xiamen,warm
cn-east-70,Zhengzhou,warm
cn-east-70,Fuzhou,warm
cn-east-70,Fuzhou,warm
cn-east-70,Beijing,warm
cn-east-70,Qingdao,warm
cn-east-70,Qingdao,warm
cn-east-70,Wenzhou,hot
cn-east-70,Beijing,warm
cn-east-70,Shenzhen,warm
cn-east-70,Xianggang,cold
cn-east-70,Tianjin,warm
cn-east-70,Ningbo,hot
cn-east-70,Hefei,hot
cn-east-70,Qingdao,warm
cn-east-71,Paris,cold
cn-east-71,Shanghai,hot
cn-east-71,Baoding,warm
cn-east-71,Hohhot,warm
cn-east-71,Madrid,cold
cn-east-71,Xiamen,warm
cn-east-71,Zhengzhou,warm
cn-east-71,Fuzhou,warm
cn-east-71,Fuzhou,warm
cn-east-71,Beijing,warm
cn-east-71,Qingdao,warm
cn-east-71,Qingdao,warm
cn-east-71,Wenzhou,hot
cn-east-71,Beijing,warm
cn-east-71,Shenzhen,warm
cn-east-71,Xianggang,cold
cn-east-71,Tianjin,warm
cn-east-71,Ningbo,hot
cn-east-71,Hefei,hot
cn-east-71,Qingdao,warm
cn-east-72,Paris,cold
cn-east-72,Shanghai,hot
cn-east-72,Baoding,warm
cn-east-72,Hohhot,warm
cn-east-72,Madrid,cold
cn-east-72,Xiamen,warm
cn-east-72,Zhengzhou,warm
cn-east-72,Fuzhou,warm
cn-east-72,Fuzhou,warm
cn-east-72,Beijing,warm
cn-east-72,Qingdao,warm
cn-east-72,Qingdao,warm
cn-east-72,Wenzhou,hot
cn-east-72,Beijing,warm
cn-east-72,Shenzhen,warm
cn-east-72,Xianggang,cold
cn-east-72,Tianjin,warm
cn-east-72,Ningbo,hot
cn-east-72,Hefei,hot
cn-east-72,Qingdao,warm
cn-east-73,Paris,cold
cn-east-73,Shanghai,hot
cn-east-73,Baoding,warm
cn-east-73,Hohhot,warm
cn-east-73,Madrid,cold
cn-east-73,Xiamen,warm
cn-east-73,Zhengzhou,warm
cn-east-73,Fuzhou,warm
cn-east-73,Fuzhou,warm
cn-east-73,Beijing,warm
cn-east-73,Qingdao,warm
cn-east-73,Qingdao,warm
cn-east-73,Wenzhou,hot
cn-east-73,Beijing,warm
cn-east-73,Shenzhen,warm
cn-east-73,Xianggang,cold
cn-east-73,Tianjin,warm
cn-east-73,Ningbo,hot
cn-east-73,Hefei,hot
cn-east-73,Qingdao,warm
cn-east-74,Paris,cold
cn-east-74,Shanghai,hot
cn-east-74,Baoding,warm
cn-east-74,Hohhot,warm
cn-east-74,Madrid,cold
cn-east-74,Xiamen,warm
cn-east-74,Zhengzhou,warm
cn-east-74,Fuzhou,warm
cn-east-74,Fuzhou,warm
cn-east-74,Beijing,warm
cn-east-74,Qingdao,warm
cn-east-74,Qingdao,warm
cn-east-74,Wenzhou,hot
cn-east-74,Beijing,warm
cn-east-74,Shenzhen,warm
cn-east-74,Xianggang,cold
cn-east-74,Tianjin,warm
cn-east-74,Ningbo,hot
cn-east-74,Hefei,hot
cn-east-74,Qingdao,warm
cn-east-75,Paris,cold
cn-east-75,Shanghai,hot
cn-east-75,Baoding,warm
cn-east-75,Hohhot,warm
cn-east-75,Madrid,cold
cn-east-75,Xiamen,warm
cn-east-75,Zhengzhou,warm
cn-east-75,Fuzhou,warm
cn-east-75,Fuzhou,warm
cn-east-75,Beijing,warm
cn-east-75,Qingdao,warm
cn-east-75,Qingdao,warm
cn-east-75,Wenzhou,hot
cn-east-75,Beijing,warm
cn-east-75,Shenzhen,warm
cn-east-75,Xianggang,cold
cn-east-75,Tianjin,warm
cn-east-75,Ningbo,hot
cn-east-75,Hefei,hot
cn-east-75,Qingdao,warm
cn-east-76,Paris,cold
cn-east-76,Shanghai,hot
cn-east-76,Baoding,warm
cn-east-76,Hohhot,warm
cn-east-76,Madrid,cold
cn-east-76,Xiamen,warm
cn-east-76,Zhengzhou,warm
cn-east-76,Fuzhou,warm
cn-east-76,Fuzhou,warm
cn-east-76,Beijing,warm
cn-east-76,Qingdao,warm
cn-east-76,Qingdao,warm
cn-east-76,Wenzhou,hot
cn-east-76,Beijing,warm
cn-east-76,Shenzhen,warm
cn-east-76,Xianggang,cold
cn-east-76,Tianjin,warm
cn-east-76,Ningbo,hot
cn-east-76,Hefei,hot
cn-east-76,Qingdao,warm
cn-east-77,Paris,cold
cn-east-77,Shanghai,hot
cn-east-77,Baoding,warm
cn-east-77,Hohhot,warm
cn-east-77,Madrid,cold
cn-east-77,Xiamen,warm
cn-east-77,Zhengzhou,warm
cn-east-77,Fuzhou,warm
cn-east-77,Fuzhou,warm
cn-east-77,Beijing,warm
cn-east-77,Qingdao,warm
cn-east-77,Qingdao,warm
cn-east-77,Wenzhou,hot
cn-east-77,Beijing,warm
cn-east-77,Shenzhen,warm
cn-east-77,Xianggang,cold
cn-east-77,Tianjin,warm
cn-east-77,Ningbo,hot
cn-east-77,Hefei,hot
cn-east-77,Qingdao,warm
cn-east-78,Paris,cold
cn-east-78,Shanghai,hot
cn-east-78,Baoding,warm
cn-east-78,Hohhot,warm
cn-east-78,Madrid,cold
cn-east-78,Xiamen,warm
cn-east-78,Zhengzhou,warm
cn-east-78,Fuzhou,warm
cn-east-78,Fuzhou,warm
cn-east-78,Beijing,warm
cn-east-78,Qingdao,warm
cn-east-78,Qingdao,warm
cn-east-78,Wenzhou,hot
cn-east-78,Beijing,warm
cn-east-78,Shenzhen,warm
cn-east-78,Xianggang,cold
cn-east-78,Tianjin,warm
cn-east-78,Ningbo,hot
cn-east-78,Hefei,hot
cn-east-78,Qingdao,warm
cn-east-79,Paris,cold
cn-east-79,Shanghai,hot
cn-east-79,Baoding,warm
cn-east-79,Hohhot,warm
cn-east-79,Madrid,cold
cn-east-79,Xiamen,warm
cn-east-79,Zhengzhou,warm
cn-east-79,Fuzhou,warm
cn-east-79,Fuzhou,warm
cn-east-79,Beijing,warm
cn-east-79,Qingdao,warm
cn-east-79,Qingdao,warm
cn-east-79,Wenzhou,hot
cn-east-79,Beijing,warm
cn-east-79,Shenzhen,warm
cn-east-79,Xianggang,cold
cn-east-79,Tianjin,warm
cn-east-79,Ningbo,hot
cn-east-79,Hefei,hot
cn-east-79,Qingdao,warm
cn-east-80,Paris,cold
cn-east-80,Shanghai,hot
cn-east-80,Baoding,warm
cn-east-80,Hohhot,warm
cn-east-80,Madrid,cold
cn-east-80,Xiamen,warm
cn-east-80,Zhengzhou,warm
cn-east-80,Fuzhou,warm
cn-east-80,Fuzhou,warm
cn-east-80,Beijing,warm
cn-east-80,Qingdao,warm
cn-east-80,Qingdao,warm
cn-east-80,Wenzhou,hot
cn-east-80,Beijing,warm
cn-east-80,Shenzhen,warm
cn-east-80,Xianggang,cold
cn-east-80,Tianjin,warm
cn-east-80,Ningbo,hot
cn-east-80,Hefei,hot
cn-east-80,Qingdao,warm
cn-east-81,Paris,cold
cn-east-81,Shanghai,hot
cn-east-81,Baoding,warm
cn-east-81,Hohhot,warm
cn-east-81,Madrid,cold
cn-east-81,Xiamen,warm
cn-east-81,Zhengzhou,warm
cn-east-81,Fuzhou,warm
cn-east-81,Fuzhou,warm
cn-east-81,Beijing,warm
cn-east-81,Qingdao,warm
cn-east-81,Qingdao,warm
cn-east-81,Wenzhou,hot
cn-east-81,Beijing,warm
cn-east-81,Shenzhen,warm
cn-east-81,Xianggang,cold
cn-east-81,Tianjin,warm
cn-east-81,Ningbo,hot
