Region1,Region2,Delay,Bandwidth
cn-south-37,ap-southeast-2,36,802
cn-south-37,ap-southeast-3,48,603
cn-south-37,ap-southeast-4,90,808
cn-south-37,ap-southeast-5,20,613
cn-south-37,ap-southeast-6,62,761
cn-south-37,ap-southeast-7,48,576
cn-south-37,ap-southeast-8,35,565
cn-south-37,ap-southeast-9,18,996
cn-south-37,ap-southeast-10,79,946
cn-south-37,ap-southeast-11,83,616
cn-south-37,ap-southeast-12,79,790
cn-south-37,ap-southeast-13,23,813
cn-south-37,ap-southeast-14,42,688
cn-south-37,ap-southeast-15,80,791
cn-south-37,ap-southeast-16,13,582
cn-south-37,ap-southeast-17,96,801
cn-south-37,ap-southeast-18,66,847
cn-south-37,ap-southeast-19,70,517
cn-south-37,ap-southeast-20,35,523
cn-south-37,ap-southeast-21,17,763
cn-south-37,ap-southeast-22,60,822
cn-south-37,ap-southeast-23,91,761
cn-south-37,ap-southeast-24,31,737
cn-south-37,af-0,13,773
cn-south-37,af-1,33,667
cn-south-37,af-2,58,917
cn-south-37,af-3,77,992
cn-south-37,af-4,61,586
cn-south-37,af-5,78,529
cn-south-37,af-6,90,733
cn-south-37,af-7,92,713
cn-south-37,af-8,85,854
cn-south-37,af-9,73,586
cn-south-37,af-10,42,682
cn-south-37,af-11,41,597
cn-south-37,af-12,40,649
cn-south-37,af-13,31,722
cn-south-37,af-14,13,629
cn-south-37,af-15,36,624
cn-south-37,af-16,96,894
cn-south-37,af-17,27,513
cn-south-37,af-18,51,911
cn-south-37,af-19,52,861
cn-south-37,af-20,55,548
cn-south-37,af-21,59,557
cn-south-37,af-22,47,844
cn-south-37,af-23,16,812
cn-south-37,af-24,72,940
cn-south-37,eu-west-0,65,975
cn-south-37,eu-west-1,58,765
cn-south-37,eu-west-2,86,907
cn-south-37,eu-west-3,15,818
cn-south-37,eu-west-4,34,763
cn-south-37,eu-west-5,16,644
cn-south-37,eu-west-6,39,864
cn-south-37,eu-west-7,13,577
cn-south-37,eu-west-8,35,773
cn-south-37,eu-west-9,71,815
cn-south-37,eu-west-10,39,989
cn-south-37,eu-west-11,95,905
cn-south-37,eu-west-12,90,948
cn-south-37,eu-west-13,75,634
cn-south-37,eu-west-14,82,633
cn-south-37,eu-west-15,86,993
cn-south-37,eu-west-16,35,759
cn-south-37,eu-west-17,38,708
cn-south-37,eu-west-18,32,803
cn-south-37,eu-west-19,29,764
cn-south-37,eu-west-20,13,836
cn-south-37,eu-west-21,31,525
cn-south-37,eu-west-22,43,590
cn-south-37,eu-west-23,84,793
cn-south-37,eu-west-24,11,500
cn-south-37,la-0,72,781
cn-south-37,la-1,76,784
cn-south-37,la-2,41,568
cn-south-37,la-3,54,780
cn-south-37,la-4,57,909
cn-south-37,la-5,18,543
cn-south-37,la-6,47,893
cn-south-37,la-7,38,578
cn-south-37,la-8,96,634
cn-south-37,la-9,58,725
cn-south-37,la-10,90,736
cn-south-37,la-11,68,841
cn-south-37,la-12,16,558
cn-south-37,la-13,41,786
cn-south-37,la-14,62,522
cn-south-37,la-15,51,589
cn-south-37,la-16,75,819
cn-south-37,la-17,33,719
cn-south-37,la-18,82,867
cn-south-37,la-19,90,571
cn-south-37,la-20,10,739
cn-south-37,la-21,63,892
cn-south-37,la-22,27,604
cn-south-37,la-23,50,524
cn-south-37,la-24,16,589
cn-south-38,cn-south-39,24,587
cn-south-38,cn-south-40,57,859
cn-south-38,cn-south-41,39,874
cn-south-38,cn-south-42,85,820
cn-south-38,cn-south-43,95,621
cn-south-38,cn-south-44,51,827
cn-south-38,cn-south-45,65,530
cn-south-38,cn-south-46,86,984
cn-south-38,cn-south-47,47,845
cn-south-38,cn-south-48,45,561
cn-south-38,cn-south-49,88,671
cn-south-38,cn-south-50,55,679
cn-south-38,cn-south-51,18,992
cn-south-38,cn-south-52,70,531
cn-south-38,cn-south-53,86,825
cn-south-38,cn-south-54,10,604
cn-south-38,cn-south-55,84,506
cn-south-38,cn-south-56,60,519
cn-south-38,cn-south-57,78,892
cn-south-38,cn-south-58,33,890
cn-south-38,cn-south-59,33,899
cn-south-38,cn-south-60,56,920
cn-south-38,cn-south-61,22,910
cn-south-38,cn-south-62,85,671
cn-south-38,cn-south-63,87,543
cn-south-38,cn-south-64,70,932
cn-south-38,cn-south-65,90,551
cn-south-38,cn-south-66,20,915
cn-south-38,cn-south-67,33,672
cn-south-38,cn-south-68,31,717
cn-south-38,cn-south-69,93,981
cn-south-38,cn-south-70,82,882
cn-south-38,cn-south-71,66,563
cn-south-38,cn-south-72,78,556
cn-south-38,cn-south-73,89,513
cn-south-38,cn-south-74,72,526
cn-south-38,cn-south-75,53,917
cn-south-38,cn-south-76,10,723
cn-south-38,cn-south-77,78,533
cn-south-38,cn-south-78,31,611
cn-south-38,cn-south-79,48,811
cn-south-38,cn-south-80,10,572
cn-south-38,cn-south-81,82,623
cn-south-38,cn-south-82,78,931
cn-south-38,cn-south-83,48,727
cn-south-38,cn-south-84,72,698
cn-south-38,cn-south-85,67,939
cn-south-38,cn-south-86,47,949
cn-south-38,cn-south-87,46,870
cn-south-38,cn-south-88,70,606
cn-south-38,cn-south-89,62,527
cn-south-38,cn-south-90,57,769
cn-south-38,cn-south-91,55,651
cn-south-38,cn-south-92,43,938
cn-south-38,cn-south-93,85,769
cn-south-38,cn-south-94,71,866
cn-south-38,cn-south-95,38,861
cn-south-38,cn-south-96,30,633
cn-south-38,cn-south-97,40,574
cn-south-38,cn-south-98,76,606
cn-south-38,cn-south-99,12,709
cn-south-38,cn-east-0,94,828
cn-south-38,cn-east-1,92,630
cn-south-38,cn-east-2,55,755
cn-south-38,cn-east-3,35,559
cn-south-38,cn-east-4,88,572
cn-south-38,cn-east-5,25,517
cn-south-38,cn-east-6,66,507
cn-south-38,cn-east-7,58,940
cn-south-38,cn-east-8,50,647
cn-south-38,cn-east-9,38,927
cn-south-38,cn-east-10,86,583
cn-south-38,cn-east-11,74,1000
cn-south-38,cn-east-12,70,704
cn-south-38,cn-east-13,26,806
cn-south-38,cn-east-14,22,792
cn-south-38,cn-east-15,43,882
cn-south-38,cn-east-16,21,676
cn-south-38,cn-east-17,18,941
cn-south-38,cn-east-18,76,533
cn-south-38,cn-east-19,92,715
cn-south-38,cn-east-20,19,909
cn-south-38,cn-east-21,86,766
cn-south-38,cn-east-22,81,607
cn-south-38,cn-east-23,78,730
cn-south-38,cn-east-24,75,919
cn-south-38,cn-east-25,97,889
cn-south-38,cn-east-26,42,655
cn-south-38,cn-east-27,58,834
cn-south-38,cn-east-28,39,581
cn-south-38,cn-east-29,97,884
cn-south-38,cn-east-30,30,957
cn-south-38,cn-east-31,97,796
cn-south-38,cn-east-32,99,512
cn-south-38,cn-east-33,65,553
cn-south-38,cn-east-34,100,511
cn-south-38,cn-east-35,95,696
cn-south-38,cn-east-36,93,958
cn-south-38,cn-east-37,68,936
cn-south-38,cn-east-38,88,596
cn-south-38,cn-east-39,36,912
cn-south-38,cn-east-40,55,718
cn-south-38,cn-east-41,23,739
cn-south-38,cn-east-42,88,791
cn-south-38,cn-east-43,44,696
cn-south-38,cn-east-44,14,768
cn-south-38,cn-east-45,75,971
cn-south-38,cn-east-46,12,902
cn-south-38,cn-east-47,80,681
cn-south-38,cn-east-48,34,882
cn-south-38,cn-east-49,61,777
cn-south-38,cn-east-50,94,528
cn-south-38,cn-east-51,33,977
cn-south-38,cn-east-52,72,540
cn-south-38,cn-east-53,87,820
cn-south-38,cn-east-54,38,612
cn-south-38,cn-east-55,52,852
cn-south-38,cn-east-56,23,569
cn-south-38,cn-east-57,81,655
cn-south-38,cn-east-58,16,944
cn-south-38,cn-east-59,26,975
cn-south-38,cn-east-60,52,593
cn-south-38,cn-east-61,35,945
cn-south-38,cn-east-62,63,760
cn-south-38,cn-east-63,16,681
cn-south-38,cn-east-64,20,972
cn-south-38,cn-east-65,58,585
cn-south-38,cn-east-66,63,515
cn-south-38,cn-east-67,99,529
cn-south-38,cn-east-68,84,771
cn-south-38,cn-east-69,73,995
cn-south-38,cn-east-70,68,956
cn-south-38,cn-east-71,65,529
cn-south-38,cn-east-72,20,532
cn-south-38,cn-east-73,23,866
cn-south-38,cn-east-74,28,820
cn-south-38,cn-east-75,70,972
cn-south-38,cn-east-76,13,504
cn-south-38,cn-east-77,78,972
cn-south-38,cn-east-78,48,622
cn-south-38,cn-east-79,36,632
cn-south-38,cn-east-80,22,657
cn-south-38,cn-east-81,60,793
cn-south-38,cn-east-82,53,837
cn-south-38,cn-east-83,87,970
cn-south-38,cn-east-84,16,640
cn-south-38,cn-east-85,99,510
cn-south-38,cn-east-86,48,768
cn-south-38,cn-east-87,91,543
cn-south-38,cn-east-88,29,986
cn-south-38,cn-east-89,45,857
cn-south-38,cn-east-90,37,584
cn-south-38,cn-east-91,83,737
cn-south-38,cn-east-92,98,644
cn-south-38,cn-east-93,37,802
cn-south-38,cn-east-94,74,622
cn-south-38,cn-east-95,19,826
cn-south-38,cn-east-96,78,980
cn-south-38,cn-east-97,46,927
cn-south-38,cn-east-98,100,721
cn-south-38,cn-east-99,59,871
cn-south-38,cn-southwest-0,49,665
cn-south-38,cn-southwest-1,62,558
cn-south-38,cn-southwest-2,69,848
cn-south-38,cn-southwest-3,85,653
cn-south-38,cn-southwest-4,20,640
cn-south-38,cn-southwest-5,78,749
cn-south-38,cn-southwest-6,52,652
cn-south-38,cn-southwest-7,61,787
cn-south-38,cn-southwest-8,27,836
cn-south-38,cn-southwest-9,65,791
cn-south-38,cn-southwest-10,57,898
cn-south-38,cn-southwest-11,19,919
cn-south-38,cn-southwest-12,15,741
cn-south-38,cn-southwest-13,60,753
cn-south-38,cn-southwest-14,68,832
cn-south-38,cn-southwest-15,80,614
cn-south-38,cn-southwest-16,40,695
cn-south-38,cn-southwest-17,27,884
cn-south-38,cn-southwest-18,94,775
cn-south-38,cn-southwest-19,61,905
cn-south-38,cn-southwest-20,34,674
cn-south-38,cn-southwest-21,40,948
cn-south-38,cn-southwest-22,40,545
cn-south-38,cn-southwest-23,36,678
cn-south-38,cn-southwest-24,61,733
cn-south-38,cn-southwest-25,44,571
cn-south-38,cn-southwest-26,71,894
cn-south-38,cn-southwest-27,15,653
cn-south-38,cn-southwest-28,89,981
cn-south-38,cn-southwest-29,74,654
cn-south-38,cn-southwest-30,30,670
cn-south-38,cn-southwest-31,93,933
cn-south-38,cn-southwest-32,87,745
cn-south-38,cn-southwest-33,89,953
cn-south-38,cn-southwest-34,42,790
cn-south-38,cn-southwest-35,14,725
cn-south-38,cn-southwest-36,63,962
cn-south-38,cn-southwest-37,34,861
cn-south-38,cn-southwest-38,85,576
cn-south-38,cn-southwest-39,99,587
cn-south-38,cn-southwest-40,57,811
cn-south-38,cn-southwest-41,29,694
cn-south-38,cn-southwest-42,47,744
cn-south-38,cn-southwest-43,61,731
cn-south-38,cn-southwest-44,30,589
cn-south-38,cn-southwest-45,11,848
cn-south-38,cn-southwest-46,98,946
cn-south-38,cn-southwest-47,59,583
cn-south-38,cn-southwest-48,48,642
cn-south-38,cn-southwest-49,36,718
cn-south-38,cn-southwest-50,39,730
cn-south-38,cn-southwest-51,62,668
cn-south-38,cn-southwest-52,72,888
cn-south-38,cn-southwest-53,91,705
cn-south-38,cn-southwest-54,28,530
cn-south-38,cn-southwest-55,33,797
cn-south-38,cn-southwest-56,12,715
cn-south-38,cn-southwest-57,38,874
cn-south-38,cn-southwest-58,71,949
cn-south-38,cn-southwest-59,12,670
cn-south-38,cn-southwest-60,15,598
cn-south-38,cn-southwest-61,87,967
cn-south-38,cn-southwest-62,51,605
cn-south-38,cn-southwest-63,28,674
cn-south-38,cn-southwest-64,80,690
cn-south-38,cn-southwest-65,40,603
cn-south-38,cn-southwest-66,40,937
cn-south-38,cn-southwest-67,10,622
cn-south-38,cn-southwest-68,51,871
cn-south-38,cn-southwest-69,58,908
cn-south-38,cn-southwest-70,57,776
cn-south-38,cn-southwest-71,53,909
cn-south-38,cn-southwest-72,59,808
cn-south-38,cn-southwest-73,22,955
cn-south-38,cn-southwest-74,53,586
cn-south-38,cn-southwest-75,56,500
cn-south-38,cn-southwest-76,65,592
cn-south-38,cn-southwest-77,59,643
cn-south-38,cn-southwest-78,31,874
cn-south-38,cn-southwest-79,73,815
cn-south-38,cn-southwest-80,95,825
cn-south-38,cn-southwest-81,29,547
cn-south-38,cn-southwest-82,91,692
cn-south-38,cn-southwest-83,73,801
cn-south-38,cn-southwest-84,32,584
cn-south-38,cn-southwest-85,73,602
cn-south-38,cn-southwest-86,26,549
cn-south-38,cn-southwest-87,16,641
cn-south-38,cn-southwest-88,16,977
cn-south-38,cn-southwest-89,60,946
cn-south-38,cn-southwest-90,25,851
cn-south-38,cn-southwest-91,34,886
cn-south-38,cn-southwest-92,60,795
cn-south-38,cn-southwest-93,67,943
cn-south-38,cn-southwest-94,67,608
cn-south-38,cn-southwest-95,86,648
cn-south-38,cn-southwest-96,34,881
cn-south-38,cn-southwest-97,83,659
cn-south-38,cn-southwest-98,65,899
cn-south-38,cn-southwest-99,95,850
cn-south-38,ap-southeast-0,69,860
cn-south-38,ap-southeast-1,82,704
cn-south-38,ap-southeast-2,33,618
cn-south-38,ap-southeast-3,84,995
cn-south-38,ap-southeast-4,41,877
cn-south-38,ap-southeast-5,15,885
cn-south-38,ap-southeast-6,24,913
cn-south-38,ap-southeast-7,89,709
cn-south-38,ap-southeast-8,95,533
cn-south-38,ap-southeast-9,94,960
cn-south-38,ap-southeast-10,72,975
cn-south-38,ap-southeast-11,40,515
cn-south-38,ap-southeast-12,80,749
cn-south-38,ap-southeast-13,29,835
cn-south-38,ap-southeast-14,11,878
cn-south-38,ap-southeast-15,37,793
cn-south-38,ap-southeast-16,14,977
cn-south-38,ap-southeast-17,42,750
cn-south-38,ap-southeast-18,21,638
cn-south-38,ap-southeast-19,42,936
cn-south-38,ap-southeast-20,54,538
cn-south-38,ap-southeast-21,45,652
cn-south-38,ap-southeast-22,11,916
cn-south-38,ap-southeast-23,54,601
cn-south-38,ap-southeast-24,93,574
cn-south-38,af-0,95,612
cn-south-38,af-1,38,638
cn-south-38,af-2,94,526
cn-south-38,af-3,93,633
cn-south-38,af-4,47,871
cn-south-38,af-5,13,905
cn-south-38,af-6,47,779
cn-south-38,af-7,36,721
cn-south-38,af-8,68,744
cn-south-38,af-9,79,681
cn-south-38,af-10,65,825
cn-south-38,af-11,48,541
cn-south-38,af-12,36,577
cn-south-38,af-13,28,778
cn-south-38,af-14,45,653
cn-south-38,af-15,62,529
cn-south-38,af-16,30,635
cn-south-38,af-17,31,830
cn-south-38,af-18,60,989
cn-south-38,af-19,23,923
cn-south-38,af-20,99,833
cn-south-38,af-21,73,838
cn-south-38,af-22,81,756
cn-south-38,af-23,17,764
cn-south-38,af-24,73,929
cn-south-38,eu-west-0,56,722
cn-south-38,eu-west-1,43,831
cn-south-38,eu-west-2,11,787
cn-south-38,eu-west-3,84,969
cn-south-38,eu-west-4,56,699
cn-south-38,eu-west-5,33,709
cn-south-38,eu-west-6,13,749
cn-south-38,eu-west-7,100,620
cn-south-38,eu-west-8,75,932
cn-south-38,eu-west-9,81,778
cn-south-38,eu-west-10,19,935
cn-south-38,eu-west-11,57,952
cn-south-38,eu-west-12,70,751
cn-south-38,eu-west-13,53,933
cn-south-38,eu-west-14,67,540
cn-south-38,eu-west-15,85,974
cn-south-38,eu-west-16,60,661
cn-south-38,eu-west-17,87,934
cn-south-38,eu-west-18,55,581
cn-south-38,eu-west-19,84,595
cn-south-38,eu-west-20,92,794
cn-south-38,eu-west-21,88,777
cn-south-38,eu-west-22,24,679
cn-south-38,eu-west-23,58,737
cn-south-38,eu-west-24,31,895
cn-south-38,la-0,99,926
cn-south-38,la-1,34,651
cn-south-38,la-2,14,509
cn-south-38,la-3,11,642
cn-south-38,la-4,81,764
cn-south-38,la-5,98,663
cn-south-38,la-6,57,731
cn-south-38,la-7,77,687
cn-south-38,la-8,11,908
cn-south-38,la-9,76,521
cn-south-38,la-10,67,704
cn-south-38,la-11,50,905
cn-south-38,la-12,50,931
cn-south-38,la-13,13,746
cn-south-38,la-14,100,773
cn-south-38,la-15,61,772
cn-south-38,la-16,52,966
cn-south-38,la-17,28,855
cn-south-38,la-18,74,572
cn-south-38,la-19,68,913
cn-south-38,la-20,17,591
cn-south-38,la-21,71,628
cn-south-38,la-22,87,718
cn-south-38,la-23,20,667
cn-south-38,la-24,52,522
cn-south-39,cn-south-40,59,878
cn-south-39,cn-south-41,53,625
cn-south-39,cn-south-42,55,951
cn-south-39,cn-south-43,90,882
cn-south-39,cn-south-44,83,871
cn-south-39,cn-south-45,25,907
cn-south-39,cn-south-46,63,885
cn-south-39,cn-south-47,24,558
cn-south-39,cn-south-48,74,631
cn-south-39,cn-south-49,68,932
cn-south-39,cn-south-50,35,560
cn-south-39,cn-south-51,64,967
cn-south-39,cn-south-52,55,895
cn-south-39,cn-south-53,29,671
cn-south-39,cn-south-54,20,904
cn-south-39,cn-south-55,56,852
cn-south-39,cn-south-56,13,978
cn-south-39,cn-south-57,28,716
cn-south-39,cn-south-58,16,739
cn-south-39,cn-south-59,59,710
cn-south-39,cn-south-60,65,620
cn-south-39,cn-south-61,85,705
cn-south-39,cn-south-62,57,746
cn-south-39,cn-south-63,33,628
cn-south-39,cn-south-64,35,521
cn-south-39,cn-south-65,80,833
cn-south-39,cn-south-66,46,984
cn-south-39,cn-south-67,57,765
cn-south-39,cn-south-68,94,914
cn-south-39,cn-south-69,22,914
cn-south-39,cn-south-70,61,543
cn-south-39,cn-south-71,36,722
cn-south-39,cn-south-72,100,803
cn-south-39,cn-south-73,36,662
cn-south-39,cn-south-74,55,864
cn-south-39,cn-south-75,22,847
cn-south-39,cn-south-76,79,984
cn-south-39,cn-south-77,76,847
cn-south-39,cn-south-78,80,744
cn-south-39,cn-south-79,70,962
cn-south-39,cn-south-80,86,912
cn-south-39,cn-south-81,12,526
cn-south-39,cn-south-82,46,620
cn-south-39,cn-south-83,94,692
cn-south-39,cn-south-84,95,925
cn-south-39,cn-south-85,56,696
cn-south-39,cn-south-86,52,643
cn-south-39,cn-south-87,26,716
cn-south-39,cn-south-88,52,912
cn-south-39,cn-south-89,95,822
cn-south-39,cn-south-90,16,959
cn-south-39,cn-south-91,96,526
cn-south-39,cn-south-92,50,947
cn-south-39,cn-south-93,35,897
cn-south-39,cn-south-94,28,902
cn-south-39,cn-south-95,10,632
cn-south-39,cn-south-96,28,893
cn-south-39,cn-south-97,49,530
cn-south-39,cn-south-98,32,954
cn-south-39,cn-south-99,90,959
cn-south-39,cn-east-0,69,960
cn-south-39,cn-east-1,77,832
cn-south-39,cn-east-2,45,538
cn-south-39,cn-east-3,45,954
cn-south-39,cn-east-4,97,890
cn-south-39,cn-east-5,67,740
cn-south-39,cn-east-6,28,795
cn-south-39,cn-east-7,36,604
cn-south-39,cn-east-8,41,551
cn-south-39,cn-east-9,11,823
cn-south-39,cn-east-10,46,799
cn-south-39,cn-east-11,30,546
cn-south-39,cn-east-12,73,938
cn-south-39,cn-east-13,15,820
cn-south-39,cn-east-14,33,897
cn-south-39,cn-east-15,64,806
cn-south-39,cn-east-16,27,860
cn-south-39,cn-east-17,93,921
cn-south-39,cn-east-18,92,999
cn-south-39,cn-east-19,56,949
cn-south-39,cn-east-20,50,826
cn-south-39,cn-east-21,18,962
cn-south-39,cn-east-22,90,834
cn-south-39,cn-east-23,54,860
cn-south-39,cn-east-24,39,866
cn-south-39,cn-east-25,76,811
cn-south-39,cn-east-26,90,615
cn-south-39,cn-east-27,49,669
cn-south-39,cn-east-28,80,609
cn-south-39,cn-east-29,31,906
cn-south-39,cn-east-30,83,961
cn-south-39,cn-east-31,67,948
cn-south-39,cn-east-32,96,830
cn-south-39,cn-east-33,51,767
cn-south-39,cn-east-34,40,809
cn-south-39,cn-east-35,80,932
cn-south-39,cn-east-36,43,674
cn-south-39,cn-east-37,86,708
cn-south-39,cn-east-38,66,608
cn-south-39,cn-east-39,24,598
cn-south-39,cn-east-40,62,615
cn-south-39,cn-east-41,89,895
cn-south-39,cn-east-42,91,538
cn-south-39,cn-east-43,58,544
cn-south-39,cn-east-44,13,961
cn-south-39,cn-east-45,50,540
cn-south-39,cn-east-46,19,570
cn-south-39,cn-east-47,32,688
cn-south-39,cn-east-48,27,590
cn-south-39,cn-east-49,94,964
cn-south-39,cn-east-50,95,772
cn-south-39,cn-east-51,59,520
cn-south-39,cn-east-52,23,599
cn-south-39,cn-east-53,95,625
cn-south-39,cn-east-54,87,792
cn-south-39,cn-east-55,47,669
cn-south-39,cn-east-56,37,944
cn-south-39,cn-east-57,71,924
cn-south-39,cn-east-58,49,821
cn-south-39,cn-east-59,59,659
cn-south-39,cn-east-60,48,550
cn-south-39,cn-east-61,60,598
cn-south-39,cn-east-62,78,947
cn-south-39,cn-east-63,72,715
cn-south-39,cn-east-64,19,633
cn-south-39,cn-east-65,44,965
cn-south-39,cn-east-66,24,918
cn-south-39,cn-east-67,84,574
cn-south-39,cn-east-68,98,663
cn-south-39,cn-east-69,48,946
cn-south-39,cn-east-70,88,702
cn-south-39,cn-east-71,11,692
cn-south-39,cn-east-72,53,876
cn-south-39,cn-east-73,41,725
cn-south-39,cn-east-74,47,665
cn-south-39,cn-east-75,58,629
cn-south-39,cn-east-76,55,600
cn-south-39,cn-east-77,37,785
cn-south-39,cn-east-78,47,735
cn-south-39,cn-east-79,75,988
cn-south-39,cn-east-80,45,622
cn-south-39,cn-east-81,79,573
cn-south-39,cn-east-82,45,797
cn-south-39,cn-east-83,74,714
cn-south-39,cn-east-84,77,530
cn-south-39,cn-east-85,16,593
cn-south-39,cn-east-86,92,780
cn-south-39,cn-east-87,80,727
cn-south-39,cn-east-88,94,827
cn-south-39,cn-east-89,73,670
cn-south-39,cn-east-90,37,753
cn-south-39,cn-east-91,56,773
cn-south-39,cn-east-92,47,827
cn-south-39,cn-east-93,83,623
cn-south-39,cn-east-94,32,912
cn-south-39,cn-east-95,37,600
cn-south-39,cn-east-96,69,777
cn-south-39,cn-east-97,45,509
cn-south-39,cn-east-98,93,991
cn-south-39,cn-east-99,79,568
cn-south-39,cn-southwest-0,42,600
cn-south-39,cn-southwest-1,63,598
cn-south-39,cn-southwest-2,22,628
cn-south-39,cn-southwest-3,68,809
cn-south-39,cn-southwest-4,95,630
cn-south-39,cn-southwest-5,49,848
cn-south-39,cn-southwest-6,64,724
cn-south-39,cn-southwest-7,55,854
cn-south-39,cn-southwest-8,30,948
cn-south-39,cn-southwest-9,54,705
cn-south-39,cn-southwest-10,22,898
cn-south-39,cn-southwest-11,70,921
cn-south-39,cn-southwest-12,69,971
cn-south-39,cn-southwest-13,91,506
cn-south-39,cn-southwest-14,69,864
cn-south-39,cn-southwest-15,77,860
cn-south-39,cn-southwest-16,77,593
cn-south-39,cn-southwest-17,75,879
cn-south-39,cn-southwest-18,20,849
cn-south-39,cn-southwest-19,48,897
cn-south-39,cn-southwest-20,67,770
cn-south-39,cn-southwest-21,97,534
cn-south-39,cn-southwest-22,23,887
cn-south-39,cn-southwest-23,13,748
cn-south-39,cn-southwest-24,35,985
cn-south-39,cn-southwest-25,16,805
cn-south-39,cn-southwest-26,50,758
cn-south-39,cn-southwest-27,71,617
cn-south-39,cn-southwest-28,48,710
cn-south-39,cn-southwest-29,61,918
cn-south-39,cn-southwest-30,58,747
cn-south-39,cn-southwest-31,68,650
cn-south-39,cn-southwest-32,89,851
cn-south-39,cn-southwest-33,68,881
cn-south-39,cn-southwest-34,82,548
cn-south-39,cn-southwest-35,25,738
cn-south-39,cn-southwest-36,85,890
cn-south-39,cn-southwest-37,26,925
cn-south-39,cn-southwest-38,18,721
cn-south-39,cn-southwest-39,60,692
cn-south-39,cn-southwest-40,21,582
cn-south-39,cn-southwest-41,24,872
cn-south-39,cn-southwest-42,12,654
cn-south-39,cn-southwest-43,67,536
cn-south-39,cn-southwest-44,63,962
cn-south-39,cn-southwest-45,14,880
cn-south-39,cn-southwest-46,83,895
cn-south-39,cn-southwest-47,27,928
cn-south-39,cn-southwest-48,15,697
cn-south-39,cn-southwest-49,47,756
cn-south-39,cn-southwest-50,20,611
cn-south-39,cn-southwest-51,22,709
cn-south-39,cn-southwest-52,66,691
cn-south-39,cn-southwest-53,74,753
cn-south-39,cn-southwest-54,79,823
cn-south-39,cn-southwest-55,92,965
cn-south-39,cn-southwest-56,61,883
cn-south-39,cn-southwest-57,29,645
cn-south-39,cn-southwest-58,83,851
cn-south-39,cn-southwest-59,96,657
cn-south-39,cn-southwest-60,93,805
cn-south-39,cn-southwest-61,70,526
cn-south-39,cn-southwest-62,37,745
cn-south-39,cn-southwest-63,75,771
cn-south-39,cn-southwest-64,25,609
cn-south-39,cn-southwest-65,99,993
cn-south-39,cn-southwest-66,84,845
cn-south-39,cn-southwest-67,93,851
cn-south-39,cn-southwest-68,80,559
cn-south-39,cn-southwest-69,91,788
cn-south-39,cn-southwest-70,40,541
cn-south-39,cn-southwest-71,81,879
cn-south-39,cn-southwest-72,82,700
cn-south-39,cn-southwest-73,28,701
cn-south-39,cn-southwest-74,69,687
cn-south-39,cn-southwest-75,47,557
cn-south-39,cn-southwest-76,55,570
cn-south-39,cn-southwest-77,100,591
cn-south-39,cn-southwest-78,15,624
cn-south-39,cn-southwest-79,98,823
cn-south-39,cn-southwest-80,71,518
cn-south-39,cn-southwest-81,97,947
cn-south-39,cn-southwest-82,35,507
cn-south-39,cn-southwest-83,89,787
cn-south-39,cn-southwest-84,22,502
cn-south-39,cn-southwest-85,87,567
cn-south-39,cn-southwest-86,25,787
cn-south-39,cn-southwest-87,97,681
cn-south-39,cn-southwest-88,73,696
cn-south-39,cn-southwest-89,94,819
cn-south-39,cn-southwest-90,60,846
cn-south-39,cn-southwest-91,78,534
cn-south-39,cn-southwest-92,14,914
cn-south-39,cn-southwest-93,36,691
cn-south-39,cn-southwest-94,39,579
cn-south-39,cn-southwest-95,12,821
cn-south-39,cn-southwest-96,55,830
cn-south-39,cn-southwest-97,83,721
cn-south-39,cn-southwest-98,33,849
cn-south-39,cn-southwest-99,44,937
cn-south-39,ap-southeast-0,91,501
cn-south-39,ap-southeast-1,42,759
cn-south-39,ap-southeast-2,76,941
cn-south-39,ap-southeast-3,33,598
cn-south-39,ap-southeast-4,23,671
cn-south-39,ap-southeast-5,65,958
cn-south-39,ap-southeast-6,62,647
cn-south-39,ap-southeast-7,20,655
cn-south-39,ap-southeast-8,100,833
cn-south-39,ap-southeast-9,90,591
cn-south-39,ap-southeast-10,88,597
cn-south-39,ap-southeast-11,79,986
cn-south-39,ap-southeast-12,61,745
cn-south-39,ap-southeast-13,19,943
cn-south-39,ap-southeast-14,11,735
cn-south-39,ap-southeast-15,91,920
cn-south-39,ap-southeast-16,100,794
cn-south-39,ap-southeast-17,92,846
cn-south-39,ap-southeast-18,73,886
cn-south-39,ap-southeast-19,46,702
cn-south-39,ap-southeast-20,27,501
cn-south-39,ap-southeast-21,43,545
cn-south-39,ap-southeast-22,32,709
cn-south-39,ap-southeast-23,37,961
cn-south-39,ap-southeast-24,72,724
cn-south-39,af-0,96,774
cn-south-39,af-1,10,960
cn-south-39,af-2,40,621
cn-south-39,af-3,94,593
cn-south-39,af-4,81,967
cn-south-39,af-5,93,928
cn-south-39,af-6,39,959
cn-south-39,af-7,67,585
cn-south-39,af-8,52,630
cn-south-39,af-9,41,667
cn-south-39,af-10,42,919
cn-south-39,af-11,16,928
cn-south-39,af-12,77,773
cn-south-39,af-13,42,726
cn-south-39,af-14,47,548
cn-south-39,af-15,99,817
cn-south-39,af-16,95,743
cn-south-39,af-17,85,936
cn-south-39,af-18,74,824
cn-south-39,af-19,41,823
cn-south-39,af-20,58,920
cn-south-39,af-21,96,773
